class_key,class_name_cn,group_key,group_role,base_priority,allow_when_ai_locked,max_questions_per_round,activation_condition,class_gate_type,class_switch_allowed,unknown_switch_policy,ai_locked_confirm_penalty,pseudo_symptom_allowed,data_status,data_source,audit_note,followup_mode_v1,class_level_allows_runtime_v1,group_runtime_eligibility_rule,asset_validation_required,asset_validation_minimum,semantic_admission_required,partial_runtime_penalty_rule,effective_runtime_v1,runtime_block_reason,asset_status,codex_action_required
soft_rot_mode,软腐塌陷模式,water_soaked_stem_confirm_group,differentiate,94,True,1,水浸状茎组织时,soft,True,switch_group_after_2_unknown,0.05,False,partial,https://hort.extension.wisc.edu/articles/bacterial-soft-rot/ | https://www.canr.msu.edu/news/bacterial_soft_rot,按最终版规范收紧后，推荐 role=differentiate，priority=94，gate=soft。,full,True,若资产存在且语义通过，则可进入 v1 运行时。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,base_priority -= 12；若存在 audited 同类 group，partial 排后；若 role=confirm 再叠加 confirm penalty。,True,,,
soft_rot_mode,软腐塌陷模式,stem_collapse_confirm_group,differentiate,92,True,1,组织塌陷明显时,soft,True,switch_group_after_2_unknown,0.05,False,audited,https://hort.extension.wisc.edu/articles/bacterial-soft-rot/ | https://www.canr.msu.edu/news/bacterial_soft_rot,按最终版规范收紧后，推荐 role=differentiate，priority=92，gate=soft。,full,True,若资产存在且语义通过，则可进入 v1 运行时。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,不适用,True,,,
soft_rot_mode,软腐塌陷模式,soft_stem_context_group,context,70,True,1,软腐已可疑时,soft,True,deprioritize_after_2_unknown,0.1,True,audited,https://hort.extension.wisc.edu/articles/bacterial-soft-rot/ | https://www.canr.msu.edu/news/bacterial_soft_rot,按最终版规范收紧后，推荐 role=context，priority=70，gate=soft。,full,True,若资产存在且语义通过，则可进入 v1 运行时。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,不适用,True,,,
chewing_pest_mode,咀嚼取食模式,holes_in_leaf_confirm_group,confirm,96,True,1,叶片穿孔最显著时,soft,False,deprioritize_after_1_unknown,0.25,False,partial,https://ipm.ucanr.edu/agriculture/floriculture-and-ornamental-nurseries/pest-insects-mites-slugs-and-snails-arthropods-and-the-probable-causes/ | https://ipm.ucanr.edu/home-and-landscape/snails-and-slugs/,按最终版规范收紧后，推荐 role=confirm，priority=96，gate=soft。,full,True,若资产存在且语义通过，则可进入 v1 运行时。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,base_priority -= 12；若存在 audited 同类 group，partial 排后；若 role=confirm 再叠加 confirm penalty。,True,,,
chewing_pest_mode,咀嚼取食模式,chewed_edges_confirm_group,differentiate,88,True,1,叶缘缺刻最显著时,soft,True,switch_group_after_2_unknown,0.05,False,partial,https://ipm.ucanr.edu/agriculture/floriculture-and-ornamental-nurseries/pest-insects-mites-slugs-and-snails-arthropods-and-the-probable-causes/ | https://ipm.ucanr.edu/home-and-landscape/snails-and-slugs/,按最终版规范收紧后，推荐 role=differentiate，priority=88，gate=soft。,full,True,若资产存在且语义通过，则可进入 v1 运行时。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,base_priority -= 12；若存在 audited 同类 group，partial 排后；若 role=confirm 再叠加 confirm penalty。,True,,,
chewing_pest_mode,咀嚼取食模式,skeletonized_leaves_confirm_group,differentiate,92,True,1,叶肉被吃剩叶脉时,soft,True,switch_group_after_2_unknown,0.05,False,audited,https://ipm.ucanr.edu/agriculture/floriculture-and-ornamental-nurseries/pest-insects-mites-slugs-and-snails-arthropods-and-the-probable-causes/ | https://ipm.ucanr.edu/home-and-landscape/snails-and-slugs/,按最终版规范收紧后，推荐 role=differentiate，priority=92，gate=soft。,full,True,若资产存在且语义通过，则可进入 v1 运行时。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,不适用,True,,,
leafminer_mode,潜叶虫模式,tunnels_in_leaf_confirm_group,confirm,100,True,1,叶内潜道明显时,soft,False,deprioritize_after_1_unknown,0.25,False,audited,https://ipm.ucanr.edu/agriculture/lettuce/leafminers/ | https://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/vegleafminers.html,按最终版规范收紧后，推荐 role=confirm，priority=100，gate=soft。,full,True,若资产存在且语义通过，则可进入 v1 运行时。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,不适用,True,,,
powdery_mildew_mode,白粉层模式,powdery_group,confirm,100,True,2,白粉覆盖明显时,soft,False,deprioritize_after_1_unknown,0.25,False,audited,https://www.rhs.org.uk/disease/powdery-mildews,按最终版规范收紧后，推荐 role=confirm，priority=100，gate=soft。,full,True,若资产存在且语义通过，则可进入 v1 运行时。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,不适用,True,,,
gray_mold_mode,灰霉层模式,gray_mold_group,confirm,100,True,2,灰色绒毛霉层明显时,strong_soft,False,deprioritize_after_1_unknown,0.25,False,audited,https://extension.umd.edu/resource/gray-mold-or-botrytis-blight-indoor-plants | https://extension.psu.edu/botrytis-or-gray-mold/,按最终版规范收紧后，推荐 role=confirm，priority=100，gate=strong_soft。,full,True,若资产存在且语义通过，则可进入 v1 运行时。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,不适用,True,,,
rust_mode,锈病模式,rust_group,confirm,100,True,2,锈色孢子堆明显时,strong_soft,False,deprioritize_after_1_unknown,0.25,False,audited,https://www.rhs.org.uk/disease/rust-diseases,按最终版规范收紧后，推荐 role=confirm，priority=100，gate=strong_soft。,full,True,若资产存在且语义通过，则可进入 v1 运行时。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,不适用,True,,,
light_stress_mode,光照模式,leaf_bleaching_confirm_group,confirm,100,True,1,晒白/漂白斑明显时,soft,False,deprioritize_after_1_unknown,0.25,False,audited,https://www.rhs.org.uk/prevention-protection/leaf-damage-on-houseplants | https://www.rhs.org.uk/plants/types/houseplants/how-to-help-a-poorly-houseplant,按最终版规范收紧后，推荐 role=confirm，priority=100，gate=soft。,full,True,若资产存在且语义通过，则可进入 v1 运行时。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,不适用,True,,,
light_stress_mode,光照模式,leaf_bleaching_context_group,context,78,True,1,已进入光伤模式后,soft,True,deprioritize_after_2_unknown,0.1,True,audited,https://www.rhs.org.uk/prevention-protection/leaf-damage-on-houseplants | https://www.rhs.org.uk/plants/types/houseplants/how-to-help-a-poorly-houseplant,按最终版规范收紧后，推荐 role=context，priority=78，gate=soft。,full,True,若资产存在且语义通过，则可进入 v1 运行时。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,不适用,True,,,
water_stress_mode,缺水/失水模式,care_water_group,context,96,True,1,缺水/晒伤/边缘焦枯需补养护背景时,soft,True,deprioritize_after_2_unknown,0.1,True,partial,https://www.rhs.org.uk/prevention-protection/leaf-damage-on-houseplants | https://www.rhs.org.uk/Advice/Profile?PID=235&cID=1378,按最终版规范收紧后，推荐 role=context，priority=96，gate=soft。,full,True,若资产存在且语义通过，则可进入 v1 运行时。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,base_priority -= 12；若存在 audited 同类 group，partial 排后；若 role=confirm 再叠加 confirm penalty。,True,,,
water_stress_mode,缺水/失水模式,leaf_margin_burn_context_group,differentiate,78,True,1,焦边与干尖更明显时,soft,True,switch_group_after_2_unknown,0.05,True,partial,https://www.rhs.org.uk/prevention-protection/leaf-damage-on-houseplants | https://www.rhs.org.uk/Advice/Profile?PID=235&cID=1378,按最终版规范收紧后，推荐 role=differentiate，priority=78，gate=soft。,full,True,若资产存在且语义通过，则可进入 v1 运行时。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,base_priority -= 12；若存在 audited 同类 group，partial 排后；若 role=confirm 再叠加 confirm penalty。,True,,,
water_stress_mode,缺水/失水模式,uniform_browning_context_group,context,72,True,1,整片变褐接近失水时,soft,True,deprioritize_after_2_unknown,0.1,True,partial,https://www.rhs.org.uk/prevention-protection/leaf-damage-on-houseplants | https://www.rhs.org.uk/Advice/Profile?PID=235&cID=1378,按最终版规范收紧后，推荐 role=context，priority=72，gate=soft。,full,True,若资产存在且语义通过，则可进入 v1 运行时。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,base_priority -= 12；若存在 audited 同类 group，partial 排后；若 role=confirm 再叠加 confirm penalty。,True,,,
water_stress_mode,缺水/失水模式,wind_damage_context_group,exclude,68,True,1,风伤样干焦时,soft,True,switch_group_after_2_unknown,0.08,True,audited,https://www.rhs.org.uk/prevention-protection/leaf-damage-on-houseplants | https://www.rhs.org.uk/Advice/Profile?PID=235&cID=1378,按最终版规范收紧后，推荐 role=exclude，priority=68，gate=soft。,full,True,若资产存在且语义通过，则可进入 v1 运行时。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,不适用,True,,,
leaf_edge_necrosis_mode,边缘坏死复核模式,leaf_margin_necrosis_confirm_group,confirm,92,True,1,边缘坏死表现非常集中时,soft,False,deprioritize_after_1_unknown,0.25,False,partial,https://www.rhs.org.uk/prevention-protection/leaf-damage-on-houseplants | https://www.rhs.org.uk/prevention-protection/nutrient-deficiencies,按最终版规范收紧后，推荐 role=confirm，priority=92，gate=soft。,explanation_only,False,class 级禁止进入主 follow-up 链路。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,base_priority -= 12；若存在 audited 同类 group，partial 排后；若 role=confirm 再叠加 confirm penalty。,False,,,
salt_dry_edge_mode,盐害/干尖边缘焦枯模式,leaf_margin_burn_confirm_group,confirm,96,True,1,边缘灼伤、焦边明显时,soft,False,deprioritize_after_1_unknown,0.25,True,partial,https://www.rhs.org.uk/prevention-protection/nutrient-deficiencies | https://www.rhs.org.uk/prevention-protection/leaf-damage-on-houseplants,按最终版规范收紧后，推荐 role=confirm，priority=96，gate=soft。,full,True,若资产存在且语义通过，则可进入 v1 运行时。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,base_priority -= 12；若存在 audited 同类 group，partial 排后；若 role=confirm 再叠加 confirm penalty。,True,,,
virus_mosaic_mode,病毒花叶模式,leaf_mosaic_mottling_confirm_group,confirm,100,True,1,花叶斑驳明显时,strong_soft,False,deprioritize_after_1_unknown,0.25,False,audited,https://www.rhs.org.uk/disease/plant-viruses | https://www.rhs.org.uk/disease/tomato-viruses,按最终版规范收紧后，推荐 role=confirm，priority=100，gate=strong_soft。,full,True,若资产存在且语义通过，则可进入 v1 运行时。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,不适用,True,,,
virus_mosaic_mode,病毒花叶模式,leaf_twist_confirm_group,context,74,True,1,扭曲变形明显时,strong_soft,True,deprioritize_after_2_unknown,0.1,False,partial,https://www.rhs.org.uk/disease/plant-viruses | https://www.rhs.org.uk/disease/tomato-viruses,按最终版规范收紧后，推荐 role=context，priority=74，gate=strong_soft。,full,True,若资产存在且语义通过，则可进入 v1 运行时。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,base_priority -= 12；若存在 audited 同类 group，partial 排后；若 role=confirm 再叠加 confirm penalty。,True,,,
mechanical_damage_mode,机械损伤模式,wind_damage_confirm_group,confirm,100,True,1,风折/擦伤/撕裂明显时,soft,False,deprioritize_after_1_unknown,0.25,False,audited,https://www.rhs.org.uk/prevention-protection/leaf-damage-on-houseplants,按最终版规范收紧后，推荐 role=confirm，priority=100，gate=soft。,limited,True,仅在 limited class 准入条件满足时可进入运行时。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,不适用,True,,,
general_stress_mode,综合胁迫模式,leaf_curl_group,confirm,60,True,1,只有卷叶而证据不足时,soft,False,deprioritize_after_1_unknown,0.25,False,partial,https://extension.umd.edu/resource/yellowing-leaves-indoor-plants | https://www.rhs.org.uk/plants/types/houseplants/how-to-help-a-poorly-houseplant,按最终版规范收紧后，推荐 role=confirm，priority=60，gate=soft。,explanation_only,False,class 级禁止进入主 follow-up 链路。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,base_priority -= 12；若存在 audited 同类 group，partial 排后；若 role=confirm 再叠加 confirm penalty。,False,,,
general_stress_mode,综合胁迫模式,uniform_browning_confirm_group,confirm,62,True,1,均匀褐变但暂难锁定时,soft,False,deprioritize_after_1_unknown,0.25,False,partial,https://extension.umd.edu/resource/yellowing-leaves-indoor-plants | https://www.rhs.org.uk/plants/types/houseplants/how-to-help-a-poorly-houseplant,按最终版规范收紧后，推荐 role=confirm，priority=62，gate=soft。,explanation_only,False,class 级禁止进入主 follow-up 链路。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,base_priority -= 12；若存在 audited 同类 group，partial 排后；若 role=confirm 再叠加 confirm penalty。,False,,,
general_stress_mode,综合胁迫模式,stable_natural_marking_group,exclude,88,True,1,怀疑天然斑纹/稳定花纹时,soft,True,switch_group_after_2_unknown,0.08,False,audited,https://extension.umd.edu/resource/yellowing-leaves-indoor-plants | https://www.rhs.org.uk/plants/types/houseplants/how-to-help-a-poorly-houseplant,按最终版规范收紧后，推荐 role=exclude，priority=88，gate=soft。,explanation_only,False,class 级禁止进入主 follow-up 链路。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,不适用,False,,,
general_stress_mode,综合胁迫模式,stable_marking_pattern_confirm_group,exclude,86,True,1,图案长期稳定不扩展时,soft,True,switch_group_after_2_unknown,0.08,False,audited,https://extension.umd.edu/resource/yellowing-leaves-indoor-plants | https://www.rhs.org.uk/plants/types/houseplants/how-to-help-a-poorly-houseplant,按最终版规范收紧后，推荐 role=exclude，priority=86，gate=soft。,explanation_only,False,class 级禁止进入主 follow-up 链路。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,不适用,False,,,
general_stress_mode,综合胁迫模式,stable_marking_no_recent_expansion_group,exclude,84,True,1,无近期扩张时,soft,True,switch_group_after_2_unknown,0.08,False,audited,https://extension.umd.edu/resource/yellowing-leaves-indoor-plants | https://www.rhs.org.uk/plants/types/houseplants/how-to-help-a-poorly-houseplant,按最终版规范收紧后，推荐 role=exclude，priority=84，gate=soft。,explanation_only,False,class 级禁止进入主 follow-up 链路。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,不适用,False,,,
general_stress_mode,综合胁迫模式,stable_marking_new_growth_group,exclude,82,True,1,新叶也稳定同样花纹时,soft,True,switch_group_after_2_unknown,0.08,False,audited,https://extension.umd.edu/resource/yellowing-leaves-indoor-plants | https://www.rhs.org.uk/plants/types/houseplants/how-to-help-a-poorly-houseplant,按最终版规范收紧后，推荐 role=exclude，priority=82，gate=soft。,explanation_only,False,class 级禁止进入主 follow-up 链路。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,不适用,False,,,
edema_overwater_mode,水肿/过湿模式,,not_applicable_v1,0,False,0,v1_explanation_or_fallback_only,soft,False,not_applicable,0.0,False,audited,https://www.rhs.org.uk/problems/oedema | https://www.rhs.org.uk/advice/understanding-plants/how-plants-lose-water,该症状模式在 v1 中不独立驱动 follow-up；保留为解释、排异或后续版本扩展。,limited,True,仅在 limited class 准入条件满足时可进入运行时。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,不适用,False,,,
flower_stress_mode,花器胁迫模式,,not_applicable_v1,0,False,0,v1_explanation_or_fallback_only,soft,False,not_applicable,0.0,False,partial,https://www.rhs.org.uk/plants/types/houseplants/how-to-help-a-poorly-houseplant,该症状模式在 v1 中不独立驱动 follow-up；保留为解释、排异或后续版本扩展。,explanation_only,False,class 级禁止进入主 follow-up 链路。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,base_priority -= 12；若存在 audited 同类 group，partial 排后；若 role=confirm 再叠加 confirm penalty。,False,,,
general_stress_mode,泛胁迫兜底模式,,not_applicable_v1,0,False,0,v1_explanation_or_fallback_only,soft,False,not_applicable,0.0,False,partial,https://extension.umd.edu/resource/yellowing-leaves-indoor-plants | https://www.rhs.org.uk/plants/types/houseplants/how-to-help-a-poorly-houseplant,该症状模式在 v1 中不独立驱动 follow-up；保留为解释、排异或后续版本扩展。,explanation_only,False,class 级禁止进入主 follow-up 链路。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,base_priority -= 12；若存在 audited 同类 group，partial 排后；若 role=confirm 再叠加 confirm penalty。,False,,,
humidity_stress_mode,湿度胁迫模式,,not_applicable_v1,0,False,0,v1_explanation_or_fallback_only,soft,False,not_applicable,0.0,False,audited,https://www.rhs.org.uk/plants/types/houseplants/how-to-help-a-poorly-houseplant | https://www.rhs.org.uk/prevention-protection/leaf-damage-on-houseplants,该症状模式在 v1 中不独立驱动 follow-up；保留为解释、排异或后续版本扩展。,explanation_only,False,class 级禁止进入主 follow-up 链路。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,不适用,False,,,
leaf_edge_necrosis_mode,叶缘坏死模式,,not_applicable_v1,0,False,0,v1_explanation_or_fallback_only,soft,False,not_applicable,0.0,False,partial,https://www.rhs.org.uk/prevention-protection/leaf-damage-on-houseplants | https://www.rhs.org.uk/prevention-protection/nutrient-deficiencies,该症状模式在 v1 中不独立驱动 follow-up；保留为解释、排异或后续版本扩展。,explanation_only,False,class 级禁止进入主 follow-up 链路。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,base_priority -= 12；若存在 audited 同类 group，partial 排后；若 role=confirm 再叠加 confirm penalty。,False,,,
leaf_spot_complex_mode,复合叶斑模式,,not_applicable_v1,0,False,0,v1_explanation_or_fallback_only,soft,False,not_applicable,0.0,False,partial,https://extension.umd.edu/resource/fungal-leaf-spots-indoor-plants | https://extension.umd.edu/resource/bacterial-leaf-spots-indoor-plants,该症状模式在 v1 中不独立驱动 follow-up；保留为解释、排异或后续版本扩展。,explanation_only,False,class 级禁止进入主 follow-up 链路。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,base_priority -= 12；若存在 audited 同类 group，partial 排后；若 role=confirm 再叠加 confirm penalty。,False,,,
natural_aging_mode,自然老化模式,,not_applicable_v1,0,False,0,v1_explanation_or_fallback_only,soft,False,not_applicable,0.0,False,audited,https://www.rhs.org.uk/prevention-protection/leaf-damage-on-houseplants,该症状模式在 v1 中不独立驱动 follow-up；保留为解释、排异或后续版本扩展。,explanation_only,False,class 级禁止进入主 follow-up 链路。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,不适用,False,,,
nutrient_stress_mode,营养胁迫模式,,not_applicable_v1,0,False,0,v1_explanation_or_fallback_only,soft,False,not_applicable,0.0,False,audited,https://www.rhs.org.uk/prevention-protection/nutrient-deficiencies | https://www.rhs.org.uk/problems/chlorosis,该症状模式在 v1 中不独立驱动 follow-up；保留为解释、排异或后续版本扩展。,limited,True,仅在 limited class 准入条件满足时可进入运行时。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,不适用,False,,,
temperature_stress_mode,温度胁迫模式,,not_applicable_v1,0,False,0,v1_explanation_or_fallback_only,soft,False,not_applicable,0.0,False,audited,https://www.rhs.org.uk/plants/types/houseplants/how-to-help-a-poorly-houseplant,该症状模式在 v1 中不独立驱动 follow-up；保留为解释、排异或后续版本扩展。,explanation_only,False,class 级禁止进入主 follow-up 链路。,True,group 存在；question 数量足够；key 可解析；文案可上线；必须包含 yes/no/unknown。,role_semantic_validated=true 且 final_review_decision != update_required,不适用,False,,,
